s,10분전부산대강수량,현재부산대강수량,10분전신천교강수량,현재신천교강수량,현재세병교수위,30분뒤수위,날짜
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-04-01 9:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2015-08-03 14:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-08-15 9:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2015-07-03 3:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2015-06-03 6:10
1.18,1.18396667,1.18217727,1.18039835,1.17775112,1.17436565,1.18,2015-04-06 0:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.09,2014-06-21 23:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-11-27 3:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-08-30 21:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.03,2015-09-05 0:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-07-25 8:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-12-14 2:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2015-03-07 21:00
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.21,2014-08-28 3:20
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-05 16:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2016-02-10 0:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-11-15 8:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-08-08 5:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-08-25 7:30
1.4,1.4021519,1.4048364,1.4085037,1.40698805,1.4033716,1.42,2016-04-16 20:10
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-27 14:50
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-21 15:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-03-20 16:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-09-30 21:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.2,2014-02-26 15:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-11-20 4:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-07-22 14:10
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.19,2015-09-24 2:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2015-01-25 3:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2016-08-07 7:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-12-13 16:20
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2015-04-08 12:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-12-08 9:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-12 18:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-09-13 23:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-02-24 11:30
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2015-05-24 5:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-01-10 11:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-06-07 8:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.98,2015-01-14 6:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-04-24 17:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2015-11-04 17:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.08,2014-07-14 22:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-03-17 15:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.07,2014-06-17 10:10
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.12,2014-05-30 15:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-09-14 10:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2015-03-02 5:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.08,2015-08-08 18:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-12 8:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-02-14 19:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2016-08-18 15:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-17 14:40
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.95,2013-11-23 7:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2013-05-24 9:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-12-29 1:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2014-02-14 2:10
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-16 2:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2015-12-09 22:00
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.16,2016-02-24 2:30
1.14,1.19397371,1.24055956,1.2761152,1.30452446,1.3255627,1.53,2015-06-30 19:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-07-01 14:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2016-07-09 16:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-07 0:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-07-30 6:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-02-20 15:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-04-30 8:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2013-03-29 19:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2013-12-02 6:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2016-08-01 0:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-06-20 16:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-03-09 6:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-02-01 5:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-05-07 19:20
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2014-07-19 2:50
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-11-13 2:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2015-04-04 14:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-12-09 5:20
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-24 2:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-03-08 2:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-07-03 19:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2015-01-23 22:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2016-08-09 4:30
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.17,2016-06-17 11:10
1.22,1.21437198,1.20891558,1.2039117,1.19944258,1.1955321,1.21,2015-06-08 3:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2015-11-29 20:10
1.41,1.41158374,1.41169984,1.41437085,1.42280169,1.4302188,1.43,2016-10-16 22:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-05-26 7:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-01-03 17:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2013-08-28 18:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2016-04-11 17:10
1.29,1.29495566,1.30084046,1.30833315,1.31382806,1.3172855,1.29,2016-03-18 14:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-13 20:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-10-06 23:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,1.05,2015-06-04 21:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-04-19 22:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-07-17 14:00
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2015-03-17 19:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-10-12 19:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2014-11-23 22:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-05 20:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-07-01 5:00
1.92,1.91395253,1.91324688,1.91078545,1.90049468,1.88836,1.81,2015-08-25 16:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.1,2014-07-25 12:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-11-23 23:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.05,2014-08-02 10:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2014-07-11 18:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-10-11 7:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-18 8:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-09-16 13:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2016-10-27 4:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-07-14 11:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-02-10 15:30
0.96,0.96711154,0.96913454,0.9709289,0.97272084,0.97396295,0.95,2015-01-21 21:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-07-29 6:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.12,2015-05-10 13:50
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.13,2013-06-02 6:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.14,2016-02-22 0:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-10-12 6:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-06-21 14:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.03,2016-03-25 12:10
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.12,2015-05-10 5:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-11-30 16:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.98,2013-02-16 6:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-05-16 3:30
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-05 18:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-01-03 2:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.03,2013-07-28 9:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-10-18 4:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-03-27 15:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-09-07 5:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-25 3:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2016-08-25 20:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-04-04 21:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2016-11-09 9:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-04-23 17:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-01-20 19:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-08-13 3:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2014-04-22 18:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-04-11 0:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-11-06 21:50
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2014-02-25 7:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-05 9:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.09,2015-05-31 6:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-10-30 3:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.02,2014-01-20 17:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.06,2015-11-11 11:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-10-28 17:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-02-11 4:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-09-11 22:10
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2016-02-11 20:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-03-24 2:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-02-23 13:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2014-02-25 8:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.1,2015-10-29 8:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-02-18 17:00
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.19,2015-05-02 10:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-02-22 22:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.06,2016-09-07 16:30
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2015-04-03 15:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2014-12-28 3:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.94,2015-01-28 3:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2015-04-26 10:30
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-14 6:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-28 11:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-05-06 3:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2016-11-07 13:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-10-04 14:50
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2014-08-30 1:30
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-10-13 21:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.04,2015-08-27 22:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-01 2:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2014-07-11 18:20
0.93,0.93667527,0.94307477,0.9499806,0.95877727,0.9668867,0.93,2014-02-07 9:50
3,3.00740895,2.99108575,2.9703642,2.94686455,2.9192313,2.81,2016-05-03 9:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2014-04-10 13:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-07-25 12:10
2.4,2.39941835,2.39257935,2.3903441,2.3919875,2.38969545,2.48,2013-03-18 1:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-11-29 7:10
3.21,3.22502344,3.25750554,3.29169665,3.30703164,3.31090995,3.21,2014-08-18 5:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2013-12-27 16:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2014-09-08 13:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-12-23 7:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-07-17 15:30
2.41,2.49075819,2.57722554,2.64832425,2.68686274,2.70722915,2.65,2016-09-02 18:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-05 8:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2015-06-02 7:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,1.02,2014-01-02 8:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-08-18 5:10
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.97,2013-01-22 18:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2014-09-27 1:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-11-26 6:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2016-07-18 2:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-08-13 0:00
1.35,1.34026255,1.33075405,1.32196145,1.31401665,1.30699475,1.34,2016-05-04 23:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.09,2014-05-09 23:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-01-25 2:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-02-12 20:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2014-06-23 5:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.08,2015-07-19 22:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-22 12:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2015-04-01 7:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-12-26 12:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-09-19 3:20
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2015-02-06 6:40
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-09-05 20:30
1.51,1.49520479,1.48070909,1.46725345,1.45503089,1.44417955,1.46,2013-06-19 12:40
1.13,1.13412522,1.13600607,1.1336318,1.13112577,1.1289002,1.13,2015-04-19 6:40
2.1,2.0665543,2.0336683,2.0030177,1.9750209,1.9500485,2.03,2016-05-03 14:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-03 19:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-12-20 5:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2016-07-01 6:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-05-07 6:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-03-19 2:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2013-02-17 8:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-10-06 17:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-12-18 2:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2015-11-21 11:10
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.15,2016-09-08 3:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-17 20:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-11-17 14:30
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-10-23 23:40
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2013-06-17 8:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-11-06 19:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-02-10 18:50
1.56,1.62878654,1.67102854,1.69768955,1.71524114,1.723823,1.81,2016-09-28 15:10
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.16,2016-02-01 3:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2014-10-24 1:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-06-12 12:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2015-07-10 5:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-06-19 7:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-11-23 14:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-05-02 1:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2014-10-18 18:30
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2014-06-15 1:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-11-30 5:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2015-10-05 0:10
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.16,2013-06-20 10:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-04-15 9:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-07-03 17:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-10-27 3:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-11-02 20:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-02-05 0:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-07 3:50
2.18,2.15368577,2.12901267,2.10710925,2.08329677,2.0603739,2.13,2014-09-24 17:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2015-10-07 9:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2013-08-07 16:00
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2016-04-11 9:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.05,2014-10-30 6:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2015-08-20 7:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2013-04-18 15:50
1.07,1.08057998,1.08503588,1.08992075,1.09572683,1.10005315,1.1,2013-05-10 5:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2013-10-14 9:30
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2013-06-17 8:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-06-25 19:10
1.42,1.40804978,1.39635938,1.3855267,1.37571038,1.3670131,1.41,2014-08-19 21:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.99,2013-10-16 18:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-03-30 23:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.05,2016-08-08 9:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-10-27 2:10
1.34,1.36162011,1.39001141,1.4115357,1.42395406,1.43201915,1.43,2013-08-24 11:20
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.97,2014-03-04 10:20
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2016-02-04 22:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-11-04 7:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-27 19:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-07-23 6:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-10-10 0:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2013-01-06 18:10
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2013-06-17 21:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-14 23:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2014-10-09 13:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-08 4:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2013-11-25 13:00
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.16,2014-10-18 4:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-09-20 7:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-01-31 13:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-05-17 5:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2015-09-28 0:20
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-26 16:20
3.03,3.00323152,2.96589437,2.92909475,2.89740807,2.8664264,3.04,2013-05-28 10:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-07-29 11:10
