s,10분전부산대강수량,현재부산대강수량,10분전신천교강수량,현재신천교강수량,현재세병교수위,30분뒤수위,날짜
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-04-15 13:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2014-12-21 15:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.07,2015-11-21 21:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.01,2013-11-16 0:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2016-11-29 0:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2015-11-26 4:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-03-14 6:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.94,2015-01-08 4:00
1.1,1.1071145,1.1197748,1.1329645,1.14015995,1.14479395,1.11,2013-06-23 6:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2015-12-02 8:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,0.99,2014-03-20 12:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2014-02-06 15:20
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.14,2015-12-06 19:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2015-01-16 13:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-04-17 19:00
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2014-06-14 0:40
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-10-31 1:00
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.98,2015-02-26 22:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2014-12-06 5:20
1.44,1.44712226,1.45286351,1.45599125,1.45703261,1.4564308,1.52,2014-07-18 18:00
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.11,2014-05-19 2:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2014-11-24 8:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2016-01-31 16:10
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.17,2014-05-29 1:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-11-24 5:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2013-05-10 19:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-09-05 7:30
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.24,2014-08-22 5:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-04-10 10:30
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.94,2015-02-28 18:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-01-10 0:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-04-08 5:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2015-03-20 6:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-10-14 3:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2015-11-26 13:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-12-01 16:10
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2013-06-24 1:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-10-02 10:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-05-25 13:40
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.2,2015-11-13 19:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-02-19 13:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-21 18:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-03-27 6:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-09-25 11:20
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2015-05-29 6:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-11-04 23:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2015-01-26 0:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.02,2014-03-16 13:30
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2015-03-19 11:20
1.27,1.28697913,1.30129268,1.31159375,1.31455338,1.3142171,1.28,2015-09-06 3:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2013-05-08 14:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-06-30 12:10
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.16,2016-05-08 2:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-09-19 20:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-11-12 14:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-03 0:30
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-28 3:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-12-16 16:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-07-25 21:40
1.15,1.15733995,1.16297205,1.169143,1.17494325,1.179063,1.14,2015-07-24 3:20
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.16,2016-04-30 13:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2015-06-21 15:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-24 17:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.06,2016-01-31 12:00
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2015-01-13 5:30
1.23,1.22405587,1.21828777,1.21299245,1.20825597,1.20410615,1.23,2015-05-19 23:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-01-07 7:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-10-22 14:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-10-31 18:10
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2014-03-20 19:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-03 9:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-02-21 5:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,0.98,2015-06-17 21:30
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,1,2013-12-05 18:50
1.65,1.66743655,1.6785126,1.67899135,1.6790442,1.677557,1.65,2014-05-26 0:40
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2016-02-03 11:50
1.67,1.67366128,1.67527843,1.67454145,1.67087628,1.66540755,1.65,2016-03-18 9:40
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.11,2015-12-13 7:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-11-02 2:10
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.95,2013-12-24 2:20
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.22,2015-12-06 22:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2015-07-22 5:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2013-02-02 23:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.01,2015-09-10 19:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-04 23:40
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.28,2016-05-12 10:40
1.89,1.87737366,1.86111506,1.8468842,1.83013486,1.8130826,1.77,2014-04-28 12:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-10-13 7:20
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2013-06-07 9:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-08-17 16:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2013-03-01 19:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2013-11-16 1:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-04-08 3:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-09-08 18:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.08,2013-05-08 11:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2015-10-07 12:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-10-16 19:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-02 19:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-10-25 6:10
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.1,2016-07-17 14:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-01-09 18:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-11-30 21:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.06,2015-07-17 5:00
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.21,2015-04-10 1:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-07-01 5:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2014-12-12 17:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.98,2014-02-12 1:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-04-16 20:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-30 9:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-08-26 20:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-14 22:50
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.12,2014-03-30 10:00
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-05-09 3:00
1.41,1.40777419,1.40484529,1.4046779,1.41166599,1.4184452,1.34,2015-10-01 13:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2016-02-17 22:00
1.34,1.33057866,1.32138186,1.3128807,1.30520326,1.2984207,1.34,2015-12-11 2:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2014-09-21 10:20
1.9,1.8728765,1.8462245,1.8214027,1.7987531,1.7785675,1.85,2014-08-03 10:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-12-05 19:20
1.46,1.44678534,1.43384814,1.4218497,1.41096394,1.4013093,1.34,2015-10-01 13:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2015-10-19 17:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-09 17:50
1.04,1.04319806,1.04616886,1.04986885,1.05572456,1.06120125,1.03,2016-04-04 3:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-07-09 7:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2014-11-05 1:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-03-11 15:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.01,2015-02-21 9:50
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2014-11-09 9:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-02-15 0:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2014-06-09 18:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-07-25 19:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2016-12-29 18:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-07-31 5:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-11-13 1:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2014-01-19 18:10
1.25,1.24342365,1.23703215,1.23115395,1.22588275,1.22125425,1.27,2016-02-14 10:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2013-10-19 16:50
1.03,1.03489877,1.03473987,1.03449415,1.03441457,1.0339813,1.05,2014-07-17 6:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-10-21 3:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2014-12-10 20:30
1.78,1.85913162,1.89648127,1.8970103,1.89919207,1.89765565,2.01,2014-08-20 11:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-08-04 7:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2014-09-21 0:30
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-02-17 17:00
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-29 10:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-03-01 13:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-05-16 14:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2015-02-25 16:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-15 12:30
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.12,2013-06-05 2:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-11-08 6:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2013-03-06 20:10
1.02,1.02760243,1.03291198,1.03374355,1.03417848,1.03458565,1.02,2015-08-12 11:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2014-07-25 7:00
0.92,0.92385528,0.92774988,0.9314892,0.93504088,0.9383106,0.92,2015-01-19 11:20
1.42,1.42213863,1.43615583,1.45187735,1.45753078,1.4595404,1.51,2016-03-04 11:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2013-04-26 9:30
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2015-10-29 18:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-08-05 9:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-07-25 3:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-08-31 2:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.07,2014-07-23 22:10
0.92,0.92385528,0.92774988,0.9314892,0.93504088,0.9383106,0.93,2015-02-13 20:20
1.42,1.40804978,1.39635938,1.3855267,1.37571038,1.3670131,1.29,2014-08-11 21:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2016-11-09 21:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-04-02 0:00
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.16,2015-11-18 11:10
1.27,1.26279143,1.25577653,1.24931545,1.24350953,1.23840235,1.27,2016-05-18 0:50
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-19 1:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-07-15 21:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2016-10-31 17:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2015-11-28 4:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.11,2014-06-04 11:50
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.2,2015-05-15 6:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-09 3:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2015-11-02 17:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-11-13 5:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-03-15 7:30
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.97,2016-11-01 6:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-10-30 12:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-07 22:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.06,2014-07-20 4:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-04-29 3:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2013-03-28 15:40
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-31 21:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2016-10-18 14:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2013-04-21 5:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-11-01 21:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-10-23 17:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-12-08 16:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2014-11-30 3:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2014-05-10 10:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2014-07-22 16:40
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-03-19 15:50
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.15,2016-04-30 17:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2014-05-31 20:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-12-27 11:20
1.36,1.36965114,1.37788599,1.38334525,1.38652549,1.3878384,1.41,2014-10-13 8:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-07-26 16:30
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2014-02-18 9:20
1.68,1.66816117,1.65078677,1.63443585,1.61842062,1.60306815,1.6,2015-04-20 12:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-10-11 3:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-03-14 20:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2015-10-12 9:40
0.92,0.92385528,0.92774988,0.9314892,0.93504088,0.9383106,0.96,2014-12-29 7:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-22 22:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-08-29 20:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2016-07-07 18:10
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-17 18:40
1.43,1.41773367,1.40573157,1.39460745,1.38452377,1.37558715,1.4,2014-05-12 11:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-02-28 14:20
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2014-10-25 11:50
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.05,2015-05-29 9:20
1.51,1.52143374,1.53288299,1.5415914,1.54157209,1.5381801,1.64,2014-08-15 3:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-16 22:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2016-08-08 22:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,1,2014-12-13 10:10
2.71,2.74832209,2.76370974,2.77138515,2.77046904,2.76103925,2.61,2016-04-16 23:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-12-04 16:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-02-01 9:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-12-25 14:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-12 3:30
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-03-28 7:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-09-13 17:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-01-12 20:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2013-03-25 13:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-11-22 13:20
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-23 3:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2014-05-02 16:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-03-16 10:10
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-04-05 4:00
1.46,1.44678534,1.43384814,1.4218497,1.41096394,1.4013093,1.44,2013-05-29 0:50
1.27,1.27797543,1.28964038,1.2985018,1.30477858,1.3093158,1.36,2015-05-03 8:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-12-25 22:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.1,2016-04-29 1:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-22 0:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-03-07 2:40
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-04-01 23:40
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.19,2016-04-21 16:40
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2015-03-29 12:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-06 9:10
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2015-05-09 20:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2015-10-18 5:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-11-26 14:40
3.16,3.18457129,3.15303914,3.11279715,3.07189884,3.02753305,3.17,2014-08-18 7:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-04-03 18:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-30 18:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-05-12 6:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-04-27 5:50
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.1,2014-06-04 0:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-12-26 8:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-11-04 12:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2016-06-29 6:40
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.19,2014-09-25 5:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2015-11-17 20:00
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2016-11-01 23:40
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-26 1:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-10-30 23:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-01-14 5:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2016-03-14 21:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-26 11:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-10-26 11:30
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-05-14 18:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2013-10-15 22:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.97,2013-10-26 4:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.99,2016-10-30 21:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2015-12-13 20:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-02-11 14:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2013-03-10 16:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.11,2015-09-01 22:00
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2016-12-11 22:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2015-11-01 10:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-09-27 9:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2015-01-06 21:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-11-01 5:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-02-01 10:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2014-05-04 19:30
1.55,1.53394035,1.51819785,1.50357645,1.49028445,1.47847575,1.45,2014-03-13 6:00
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.21,2016-02-15 5:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.06,2016-02-10 10:00
3.53,3.45135057,3.37389147,3.30156495,3.23533567,3.17613765,3.26,2014-08-18 15:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2014-02-03 1:30
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.11,2014-05-27 20:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-09-10 6:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-12-03 2:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-03-07 6:20
